"","Year","State","CHEMICAL TOTALS - EXPENSE, MEASURED IN $","CHEMICAL TOTALS - EXPENSE, MEASURED IN PCT OF OPERATING EXPENSES","CHEMICAL TOTALS - OPERATIONS WITH EXPENSE","CHEMICAL TOTALS, (FOR HORTICULTURE) - EXPENSE, MEASURED IN $","CHEMICAL TOTALS, (FOR HORTICULTURE) - OPERATIONS WITH EXPENSE","CHEMICAL TOTALS, (FOR ORGANIC) - EXPENSE, MEASURED IN $","CHEMICAL TOTALS, (FOR ORGANIC) - OPERATIONS WITH EXPENSE","CROP TOTALS - OPERATIONS WITH SALES","CROP TOTALS - SALES, MEASURED IN $","CROP TOTALS - SALES, MEASURED IN PCT OF FARM OPERATIONS","CROP TOTALS - SALES, MEASURED IN PCT OF FARM SALES","CROP TOTALS, ORGANIC - OPERATIONS WITH SALES","CROP TOTALS, ORGANIC - SALES, MEASURED IN $","CROP TOTALS, ORGANIC, LOSS DUE TO GMO MATERIAL, YEARS 2001 TO 2005 - LOSS, MEASURED IN $","CROP TOTALS, ORGANIC, LOSS DUE TO GMO MATERIAL, YEARS 2001 TO 2005 - LOSS, MEASURED IN $ / OPERATION","CROP TOTALS, ORGANIC, LOSS DUE TO GMO MATERIAL, YEARS 2001 TO 2005 - OPERATIONS WITH LOSS","CROP TOTALS, ORGANIC, LOSS DUE TO GMO MATERIAL, YEARS 2006 TO 2010 - LOSS, MEASURED IN $","CROP TOTALS, ORGANIC, LOSS DUE TO GMO MATERIAL, YEARS 2006 TO 2010 - LOSS, MEASURED IN $ / OPERATION","CROP TOTALS, ORGANIC, LOSS DUE TO GMO MATERIAL, YEARS 2006 TO 2010 - OPERATIONS WITH LOSS","CROP TOTALS, ORGANIC, LOSS DUE TO GMO MATERIAL, YEARS 2011 TO 2014 - LOSS, MEASURED IN $","CROP TOTALS, ORGANIC, LOSS DUE TO GMO MATERIAL, YEARS 2011 TO 2014 - LOSS, MEASURED IN $ / OPERATION","CROP TOTALS, ORGANIC, LOSS DUE TO GMO MATERIAL, YEARS 2011 TO 2014 - OPERATIONS WITH LOSS","FERTILIZER & CHEMICAL TOTALS - EXPENSE, MEASURED IN $","FERTILIZER & CHEMICAL TOTALS - OPERATIONS WITH EXPENSE","FERTILIZER TOTALS, INCL LIME & SOIL CONDITIONERS - EXPENSE, MEASURED IN $","FERTILIZER TOTALS, INCL LIME & SOIL CONDITIONERS - EXPENSE, MEASURED IN PCT OF OPERATING EXPENSES","FERTILIZER TOTALS, INCL LIME & SOIL CONDITIONERS - OPERATIONS WITH EXPENSE","FERTILIZER TOTALS, INCL LIME & SOIL CONDITIONERS, (FOR HORTICULTURE) - EXPENSE, MEASURED IN $","FERTILIZER TOTALS, INCL LIME & SOIL CONDITIONERS, (FOR HORTICULTURE) - OPERATIONS WITH EXPENSE","FERTILIZER TOTALS, INCL LIME & SOIL CONDITIONERS, (FOR ORGANIC) - EXPENSE, MEASURED IN $","FERTILIZER TOTALS, INCL LIME & SOIL CONDITIONERS, (FOR ORGANIC) - OPERATIONS WITH EXPENSE","HONEY - OPERATIONS WITH PRODUCTION","HONEY - OPERATIONS WITH SALES","HONEY - PRICE RECEIVED, MEASURED IN CENTS / LB","HONEY - PRODUCTION, MEASURED IN $","HONEY - PRODUCTION, MEASURED IN LB","HONEY - PRODUCTION, MEASURED IN LB / COLONY","HONEY - SALES, MEASURED IN $","HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES","HONEY, BEE COLONIES - OPERATIONS WITH SALES","HONEY, BEE COLONIES - SALES, MEASURED IN COLONIES","HORTICULTURE TOTALS - OPERATIONS WITH AREA IN PRODUCTION","HORTICULTURE TOTALS - OPERATIONS WITH SALES","HORTICULTURE TOTALS - SALES, MEASURED IN $","HORTICULTURE TOTALS, (EXCL CUT TREES & VEGETABLE SEEDS & TRANSPLANTS) - OPERATIONS WITH SALES","HORTICULTURE TOTALS, (EXCL CUT TREES & VEGETABLE SEEDS & TRANSPLANTS) - SALES, MEASURED IN $","HORTICULTURE TOTALS, (EXCL CUT TREES & VEGETABLE SEEDS & TRANSPLANTS) - SALES, MEASURED IN PCT OF FARM OPERATIONS","HORTICULTURE TOTALS, (EXCL CUT TREES & VEGETABLE SEEDS & TRANSPLANTS) - SALES, MEASURED IN PCT OF FARM SALES","HORTICULTURE TOTALS, (EXCL CUT TREES) - OPERATIONS WITH AREA IN PRODUCTION","HORTICULTURE TOTALS, (EXCL CUT TREES), IN THE OPEN - ACRES IN PRODUCTION","HORTICULTURE TOTALS, (EXCL CUT TREES), IN THE OPEN - OPERATIONS WITH AREA IN PRODUCTION","HORTICULTURE TOTALS, (EXCL CUT TREES), IN THE OPEN, IRRIGATED - ACRES IN PRODUCTION","HORTICULTURE TOTALS, (EXCL CUT TREES), IN THE OPEN, IRRIGATED - OPERATIONS WITH AREA IN PRODUCTION","HORTICULTURE TOTALS, (EXCL CUT TREES), UNDER PROTECTION - OPERATIONS WITH AREA IN PRODUCTION","HORTICULTURE TOTALS, (EXCL CUT TREES), UNDER PROTECTION - SQ FT IN PRODUCTION","HORTICULTURE TOTALS, IN THE OPEN - ACRES IN PRODUCTION","HORTICULTURE TOTALS, IN THE OPEN, (EXCL NATURAL SHADE) - ACRES IN PRODUCTION","HORTICULTURE TOTALS, IN THE OPEN, (EXCL NATURAL SHADE) - OPERATIONS WITH AREA IN PRODUCTION","HORTICULTURE TOTALS, IN THE OPEN, IRRIGATED - ACRES IN PRODUCTION","HORTICULTURE TOTALS, IN THE OPEN, IRRIGATED - OPERATIONS WITH AREA IN PRODUCTION","HORTICULTURE TOTALS, IN THE OPEN, IRRIGATED - OPERATIONS WITH WATER APPLIED","HORTICULTURE TOTALS, IN THE OPEN, IRRIGATED - WATER APPLIED, MEASURED IN GALLONS","HORTICULTURE TOTALS, IN THE OPEN, NATURAL SHADE - ACRES IN PRODUCTION","HORTICULTURE TOTALS, IN THE OPEN, NATURAL SHADE - OPERATIONS WITH AREA IN PRODUCTION","HORTICULTURE TOTALS, RETAIL - OPERATIONS WITH SALES","HORTICULTURE TOTALS, RETAIL - SALES, MEASURED IN $","HORTICULTURE TOTALS, RETAIL, CONSUMER - OPERATIONS WITH SALES","HORTICULTURE TOTALS, RETAIL, CONSUMER - SALES, MEASURED IN $","HORTICULTURE TOTALS, UNDER PROTECTION - SQ FT IN PRODUCTION","HORTICULTURE TOTALS, UNDER PROTECTION, GREENHOUSE - OPERATIONS WITH AREA IN PRODUCTION","HORTICULTURE TOTALS, UNDER PROTECTION, GREENHOUSE - SQ FT IN PRODUCTION","HORTICULTURE TOTALS, UNDER PROTECTION, GREENHOUSE, BUILT WITHIN CURRENT YEAR - OPERATIONS WITH AREA IN PRODUCTION","HORTICULTURE TOTALS, UNDER PROTECTION, GREENHOUSE, BUILT WITHIN CURRENT YEAR - SQ FT IN PRODUCTION","HORTICULTURE TOTALS, UNDER PROTECTION, GREENHOUSE, FILM PLASTIC - OPERATIONS WITH AREA IN PRODUCTION","HORTICULTURE TOTALS, UNDER PROTECTION, GREENHOUSE, FILM PLASTIC - SQ FT IN PRODUCTION","HORTICULTURE TOTALS, UNDER PROTECTION, GREENHOUSE, GLASS - OPERATIONS WITH AREA IN PRODUCTION","HORTICULTURE TOTALS, UNDER PROTECTION, GREENHOUSE, GLASS - SQ FT IN PRODUCTION","HORTICULTURE TOTALS, UNDER PROTECTION, GREENHOUSE, RIGID PLASTIC - OPERATIONS WITH AREA IN PRODUCTION","HORTICULTURE TOTALS, UNDER PROTECTION, GREENHOUSE, RIGID PLASTIC - SQ FT IN PRODUCTION","HORTICULTURE TOTALS, UNDER PROTECTION, IRRIGATED - ACRES IN PRODUCTION","HORTICULTURE TOTALS, UNDER PROTECTION, IRRIGATED - OPERATIONS WITH AREA IN PRODUCTION","HORTICULTURE TOTALS, UNDER PROTECTION, IRRIGATED - OPERATIONS WITH WATER APPLIED","HORTICULTURE TOTALS, UNDER PROTECTION, IRRIGATED - SQ FT IN PRODUCTION","HORTICULTURE TOTALS, UNDER PROTECTION, IRRIGATED - WATER APPLIED, MEASURED IN GALLONS","HORTICULTURE TOTALS, UNDER PROTECTION, SHADE STRUCTURES - OPERATIONS WITH AREA IN PRODUCTION","HORTICULTURE TOTALS, UNDER PROTECTION, SHADE STRUCTURES - SQ FT IN PRODUCTION","HORTICULTURE TOTALS, WHOLESALE - OPERATIONS WITH SALES","HORTICULTURE TOTALS, WHOLESALE - SALES, MEASURED IN $","HORTICULTURE TOTALS, WHOLESALE, FLORISTS (RETAIL) - OPERATIONS WITH SALES","HORTICULTURE TOTALS, WHOLESALE, FLORISTS (RETAIL) - SALES, MEASURED IN $","HORTICULTURE TOTALS, WHOLESALE, FLORISTS (WHOLESALE) - OPERATIONS WITH SALES","HORTICULTURE TOTALS, WHOLESALE, FLORISTS (WHOLESALE) - SALES, MEASURED IN $","HORTICULTURE TOTALS, WHOLESALE, GARDEN CENTERS & NURSERIES - OPERATIONS WITH SALES","HORTICULTURE TOTALS, WHOLESALE, GARDEN CENTERS & NURSERIES - SALES, MEASURED IN $","HORTICULTURE TOTALS, WHOLESALE, INTERIORSCAPERS - OPERATIONS WITH SALES","HORTICULTURE TOTALS, WHOLESALE, INTERIORSCAPERS - SALES, MEASURED IN $","HORTICULTURE TOTALS, WHOLESALE, LANDSCAPE CONTRACTORS - OPERATIONS WITH SALES","HORTICULTURE TOTALS, WHOLESALE, LANDSCAPE CONTRACTORS - SALES, MEASURED IN $","HORTICULTURE TOTALS, WHOLESALE, LANDSCAPE REDISTRIBUTION YARDS - OPERATIONS WITH SALES","HORTICULTURE TOTALS, WHOLESALE, LANDSCAPE REDISTRIBUTION YARDS - SALES, MEASURED IN $","HORTICULTURE TOTALS, WHOLESALE, NON-PROFITS - OPERATIONS WITH SALES","HORTICULTURE TOTALS, WHOLESALE, NON-PROFITS - SALES, MEASURED IN $","HORTICULTURE TOTALS, WHOLESALE, OTHER MASS MARKETERS - OPERATIONS WITH SALES","HORTICULTURE TOTALS, WHOLESALE, OTHER MASS MARKETERS - SALES, MEASURED IN $","HORTICULTURE TOTALS, WHOLESALE, OTHER OUTLETS - OPERATIONS WITH SALES","HORTICULTURE TOTALS, WHOLESALE, OTHER OUTLETS - SALES, MEASURED IN $","HORTICULTURE TOTALS, WHOLESALE, SUPERMARKETS - OPERATIONS WITH SALES","HORTICULTURE TOTALS, WHOLESALE, SUPERMARKETS - SALES, MEASURED IN $"
"1",1987,"AL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,13,14,3,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2",1987,"AR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,13,14,4,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3",1987,"AZ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,14,15,3,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4",1987,"CA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,15,16,3,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5",1987,"CO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,14,14,4,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6",1987,"CT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,11,11,3,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7",1987,"DE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,10,10,3,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8",1987,"FL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,16,16,4,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9",1987,"GA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,14,15,3,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10",1987,"HI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,13,14,5,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11",1987,"IA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,14,15,4,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12",1987,"ID",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,15,15,4,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13",1987,"IL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,14,14,4,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14",1987,"IN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,13,14,4,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15",1987,"KS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,14,14,3,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
